"","mem_no","crm_group","time","first_logon","first_dlvry","ord_cnt","cluster","is_churn","risk_ratio","is_logon","is_dlvry"
"8663","7439A7FCA910DC656BD8542266B2E211B5953281403AE28CC47246B46101C4C6","control",2023-11-24,NA,NA,0,"part_peak","YES",1.79032258064516,0,0
"8664","B540A7E94FB508E038AEE65D2BC9114D0A195284F1AB6141DC0CBCB753E4566E","test",2023-11-24,NA,NA,0,"part_peak","NO",1.23214285714286,0,0
"8665","7FED390ECA9F8862230F8679451883BE2351FB0C1857AA991660ADEC6436E618","test",2023-11-24,NA,NA,0,"part_all","NO",13.5416666666667,0,0
"8666","08B934F8CF9CABA6AD630D410C4A9AEC8570860B6583C46BC46C3CACA32649F4","test",2023-11-24,NA,NA,0,"part_peak","YES",44,0,0
"8667","9FB85FABAFF1F1E800F45BE7AF6E510BE733E53EB9A9B5C36D0BAF8FA2124015","control",2023-11-24,2023-11-24 08:34:00,2023-11-24 12:01:00,3,"part_peak","NO",1.5,0,1
"8668","A2E636F1F5C96A3CDC3567BA35496ECD59E7E174B3DDA0B578A9B08EC67C3C27","control",2023-11-24,NA,NA,0,"part_peak","YES",21,0,0
"8669","905F47CAB7B7F994A12DCDEF1FFA12EAE9D572B3DFA13250474A9A647E066598","control",2023-11-24,NA,NA,0,"part_peak","NO",2.00970873786408,0,0
"8670","EEB18866D77627B434BCB8A6669DE93690C5DCCB81666E7F2D656048A67818F3","control",2023-11-24,NA,NA,0,"part_peak","NO",1.40350877192982,0,0
"8671","488882B078395729FE4DE2719A5D8B1874B7387BFAB66979CE0AA0AEEE944F7F","test",2023-11-24,NA,NA,0,"part_peak","NO",3.81818181818182,0,0
"8672","5C81E6CE6CC22422AE068228C19979D9930BBE31EA305683E0CD74437CCE5372","control",2023-11-24,NA,NA,0,"part_all","YES",23.25,0,0
"8673","7AF83B35D1597388986978714F541ABED90675BE8D0D593F5412F907317752CA","test",2023-11-24,NA,NA,0,"part_peak","NO",3.40909090909091,0,0
